losingstate	loseccode	gainingstate	gainccode	year	homelandclaim	midat	midpost	cincrat	cowwar	dyaddem	priormid	tcprior45	cwprior	access	oil_gas	coethnicity	coethnic_1	alliance	allydummy	nondemdyad	dyaddem6	decade	borderorigin	violenttransfer	region	dyadid4	regionfe_region_decade	reciprocal_claim_zero	five_year_region	arab_homeland_yes	loseentry_alt	material_value	homeland_not_instrumental	fe_region_decade_alt_region	no_united_germany	no_divided_germany	no_germany	palestine_homeland	potato_dominant	potato_dominant_group	potato_dominant_source	colony2	capital_distance_log	highost45	huth_conflict	origin_treaty	origin_prior_admin	origin_prior_col	origin_prior	origin_icj	origin_war	origin_decol	colony3	homelandclaim_stateonly	high_dfbeta_midpost	high_dfbeta_violentmid	high_dfbeta_war
"Cameroun"	471	"Chad"	483	1960	0.0	0.0	0.0	0.652329	0.0	0.0	0.0	0.0	0.0	3.0	0	1	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	483471.0	21.0	0.0	37.0	0.0	1.0	0.0	0.0	21.0				0.0	0.0	"Bamileke; Bassa/Duala; Beti; Fulani (and other northern Muslim peoples); Northwestern Anglophones (Grassfielders)"	"ANM"	0.0	6.3578424	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Chad"	483	"Cameroun"	471	1960	0.0	0.0	0.0	0.34767097	0.0	0.0	0.0	0.0	0.0	3.0	0	1	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	483471.0	21.0	0.0	37.0	0.0	1.0	1.0	0.0	21.0				0.0	0.0	"Arabs; Hadjeraa; Muslim Sahel groups; Sara; Toubou; Zaghawa, Bideyat"	"ANM"	0.0	1.3862944	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Gabon"	481	"Congo"	484	1960	0.0	0.0	0.0	0.3351709	0.0	0.0	0.0	0.0	0.0	2.5	1	0	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	484481.0	21.0	0.0	37.0	0.0	1.0	1.0	0.0	21.0				0.0	1.0	"Bakongo"	"ANM"	0.0	5.918894	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Congo"	484	"Gabon"	481	1960	0.0	0.0	0.0	0.66482913	0.0	0.0	0.0	0.0	0.0	2.5	1	0	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	484481.0	21.0	0.0	37.0	0.0	1.0	1.0	0.0	21.0				0.0	1.0	"Fang"	"ANM"	0.0	5.484797	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Central African Republic"	482	"Congo"	484	1960	0.0	0.0	1.0	0.55200595	0.0	0.0	0.0	0.0	0.0	2.5	0	1	0.0	1	1.0	1.0	0.0	60.0	3.0	0.0	4.0	484482.0	21.0	0.0	37.0	0.0	1.0	1.0	0.0	21.0				0.0	1.0	"Banda"	"ANM"	0.0	4.3694477	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Congo"	484	"CAR"	482	1960	0.0	0.0	1.0	0.44799405	0.0	0.0	0.0	0.0	0.0	2.5	0	1	0.0	1	1.0	1.0	0.0	60.0	3.0	0.0	4.0	484482.0	21.0	0.0	37.0	0.0	1.0	0.0	0.0	21.0				0.0	1.0	"Bakongo"	"ANM"	0.0	6.590301	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Central African Republic"	482	"Chad"	483	1960	0.0	0.0	1.0	0.29755706	0.0	0.0	0.0	0.0	0.0	2.5	0	1	0.109677106	1	1.0	1.0	0.0	60.0	3.0	0.0	4.0	483482.0	21.0	0.0	37.0	0.0	1.0	0.0	0.0	21.0				0.0	1.0	"Banda"	"ANM"	0.0	5.986452	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Chad"	483	"CAR"	482	1960	0.0	0.0	1.0	0.70244294	0.0	0.0	0.0	0.0	0.0	2.5	0	1	0.0	1	1.0	1.0	0.0	60.0	3.0	0.0	4.0	483482.0	21.0	0.0	37.0	0.0	1.0	0.0	0.0	21.0				0.0	1.0	"Arabs (Sudan Arabs)"	"ANM"	0.0	6.206576	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Chad"	483	"Libya"	620	1973	1.0	0.0	1.0	0.37174672	0.0	0.0	0.0	0.0	0.0	2.0	0	1		4	0.0	1.0	0.0	70.0	3.0	0.0	4.0	620483.0	22.0	0.0	39.0	1.0	0.0	0.0	1.0	22.0				1.0	1.0	"Arabs"	"ANM"	0.0	7.0647593	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0			
"Libya"	620	"Chad"	483	1973	0.0	0.0	1.0	0.6282533	0.0	0.0	0.0	0.0	0.0	2.0	0	1		4	0.0	1.0	0.0	70.0	3.0	0.0	4.0	620483.0	22.0	0.0	39.0	0.0	0.0	0.0	0.0	22.0				0.0	1.0	"Arabs"	"ANM"	0.0	6.9847164	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Kenya"	501	"Somalia"	520	1960	0.0	0.0	1.0	0.9940639	0.0	0.0	0.0	0.0	0.0	3.0	0	0	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	520501.0	21.0	0.0	37.0	0.0	0.0	0.0	0.0	21.0				0.0	0.0	"Kalenjin-Masai-Turkana-Samburu, Kamba; Kikuyu-Meru-Emb; Kisii; Luhya; Luo; Mijikenda"		0.0	6.1441855	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Somalia"	520	"Kenya"	501	1960	1.0	0.0	1.0	0.00593607	0.0	0.0	0.0	0.0	0.0	3.0	0	0	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	520501.0	21.0	0.0	37.0	1.0	1.0	0.0	1.0	21.0				1.0	1.0	"Somalis"	"ANM"	0.0	6.082219	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0			
"Tanzania"	510	"Zambia"	551	1961	0.0	0.0	0.0	0.015855443	0.0	0.0	0.0	0.0	0.0	2.0	0	1		4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	551510.0	21.0	0.0	37.0	0.0	1.0	0.0	0.0	21.0				0.0	0.0	"African Tanganyikans; African-Shirazi Zanzibaris"	"ANM"	0.0	6.629363	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Zambia"	551	"Tanzania"	510	1961	0.0	0.0	0.0	0.98414457	0.0	0.0	0.0	0.0	0.0	2.0	0	1		4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	551510.0	21.0	0.0	37.0	0.0	0.0	0.0	0.0	21.0				0.0	0.0	"Bemba speakers; Kaonde; Lozi (Barotse); Lunda (NW Province); Luvale (NW Province); Nyanja speakers (Easterners); Tonga-Ila-Lenje "		0.0	6.689599	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Uganda"	500	"Tanzania"	510	1961	1.0	0.0	1.0	0.40299472	1.0	0.0	0.0	0.0	0.0	2.5	0	0		4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	510500.0	21.0	0.0	37.0	1.0	0.0	1.0	0.0	21.0				1.0	0.0	"Baganda; Basoga; Far North-West Nile (Kakwa-Nubian, Madi, Lugbara, Alur); Kakwa-Nubian; Langi/Acholi; Northerners (Langi, Acholi, Madi, Kakwa-Nubian, Lugba"		0.0	4.962845	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0			
"Tanzania"	510	"Uganda"	500	1961	0.0	0.0	1.0	0.015855443	1.0	0.0	0.0	0.0	0.0	2.5	0	0		4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	510500.0	21.0	0.0	37.0	0.0	1.0	0.0	0.0	21.0				0.0	0.0	"African Tanganyikans; African-Shirazi Zanzibaris"	"ANM"	0.0	6.788972	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Tanzania"	510	"Malawi"	553	1961	0.0	0.0	0.0	0.015855443	0.0	0.0	0.0	0.0	0.0	2.0	0	1		4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	553510.0	21.0	0.0	37.0	0.0	1.0	0.0	0.0	21.0				0.0	0.0	"African Tanganyikans; African-Shirazi Zanzibaris"	"ANM"	0.0	6.4441314	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Malawi"	553	"Tanzania"	510	1961	0.0	0.0	0.0	0.98414457	0.0	0.0	0.0	0.0	0.0	2.0	0	1		4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	553510.0	21.0	0.0	37.0	0.0	0.0	1.0	0.0	21.0				0.0	0.0	"Chewa; Lomwe (Nguru); Manganja-Nyanja; Ngoni; Northerners (Nkonde-Tonga-Tumbuka); Sena; Yao"	"ANM"	0.0	5.6869755	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Burundi"	516	"Rwanda"	517	1962	0.0	1.0	1.0	0.5185625	0.0	0.0	1.0	0.0	0.0	2.0	0	1	0.6514824	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	517516.0	21.0	0.0	37.0	0.0	1.0	1.0	0.0	21.0				0.0	1.0	"Banyaruanda"	"ANM"	0.0	4.1431346	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Rwanda"	517	"Burundi"	516	1962	0.0	1.0	1.0	0.48143747	0.0	0.0	1.0	0.0	0.0	2.0	0	1	1.5349609	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	517516.0	21.0	0.0	37.0	0.0	1.0	1.0	0.0	21.0				0.0	1.0	"Banyaruanda"	"ANM"	0.0	3.7612002	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Uganda"	500	"Kenya"	501	1962	1.0	0.0	1.0	0.40114087	0.0	0.0	0.0	0.0	0.0	2.0	0	0	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	501500.0	21.0	0.0	37.0	1.0	1.0	1.0	0.0	21.0				1.0	1.0	"Teso"	"ANM"	0.0	5.117994	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0			
"Kenya"	501	"Uganda"	500	1962	0.0	0.0	1.0	0.988564	0.0	0.0	0.0	0.0	0.0	2.0	0	0	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	501500.0	21.0	0.0	37.0	0.0	0.0	0.0	0.0	21.0				0.0	0.0	"Kalenjin-Masai-Turkana-Samburu, Kamba; Kikuyu-Meru-Emb; Kisii; Luhya; Luo; Mijikenda"		0.0	5.7745514	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Kenya"	501	"Tanzania"	510	1961	0.0	0.0	1.0	0.48509464	0.0	0.0	0.0	0.0	0.0	2.0	0	1		4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	510501.0	21.0	0.0	37.0	0.0	0.0	1.0	0.0	21.0				0.0	1.0	"Masai"	"ANM"	0.0	4.804021	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Tanzania"	510	"Kenya"	501	1961	0.0	0.0	1.0	0.015855443	0.0	0.0	0.0	0.0	0.0	2.0	0	1		4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	510501.0	21.0	0.0	37.0	0.0	1.0	1.0	0.0	21.0				0.0	0.0	"African Tanganyikans; African-Shirazi Zanzibaris"	"ANM"	0.0	5.5134287	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Zambia"	551	"Malawi"	553	1964	0.0	0.0	1.0	0.6575936	0.0	0.0	0.0	0.0	0.0	2.0	0	0	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	553551.0	21.0	0.0	37.0	0.0	1.0	0.0	0.0	21.0				0.0	0.0	"Bemba speakers; Kaonde; Lozi (Barotse); Lunda (NW Province); Luvale (NW Province); Nyanja speakers (Easterners); Tonga-Ila-Lenje "		0.0	6.265301	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Malawi"	553	"Zambia"	551	1964	0.0	0.0	1.0	0.3424064	0.0	0.0	0.0	0.0	0.0	2.0	0	0	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	553551.0	21.0	0.0	37.0	0.0	1.0	1.0	0.0	21.0				0.0	1.0	"Chewa"	"Africa, Ethnolinguistic groups, 8201_E3_1996_U53, based on Murdock, 1959 "	0.0	4.1108737	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Zambia"	551	"Zimbabwe"	552	1964	0.0	0.0	1.0	0.38906553	0.0	0.0	0.0	0.0	0.0	3.0	0	1	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	552551.0	21.0	0.0	37.0	0.0	1.0	1.0	0.0	21.0				0.0	1.0	"Tonga"	"ANM"	0.0	4.4886365	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Zimbabwe"	552	"Zambia"	551	1964	0.0	0.0	1.0	0.989821	0.0	0.0	0.0	0.0	0.0	3.0	0	1	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	552551.0	21.0	0.0	37.0	0.0	0.0	1.0	0.0	21.0				0.0	1.0	"Tonga, Shona"	"ANM"	0.0	5.6489744	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Zimbabwe"	552	"Botswana"	571	1964	0.0	0.0	1.0	0.015891438	0.0	0.0	0.0	0.0	0.0	2.0	0	1	0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	571552.0	21.0	0.0	37.0	0.0	0.0	0.0	0.0	21.0				0.0	1.0	"Shona"	"ANM"	0.0	6.1420374	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Botswana"	571	"Zimbabwe"	552	1964	0.0	0.0	1.0	0.98410857	0.0	0.0	0.0	0.0	0.0	2.0	0	1	0.014103692	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	571552.0	21.0	0.0	37.0	0.0	0.0	0.0	0.0	21.0				0.0	1.0	"Tswana/Tawana"	"Africa, Ethnolinguistic groups, 8201_E3_1996_U53, based on Murdock, 1959 "	0.0	6.001415	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"South Africa"	560	"Namibia"	565	1990	1.0	0.0	0.0	0.98334813	0.0	0.0	0.0	0.0	0.0	3.0	0	0	0.0	4	1.0	1.0	0.0	90.0	4.0	1.0	4.0	565560.0	24.0	0.0	43.0	1.0	0.0	0.0	1.0	24.0				1.0	1.0	"Afrikaners"	"ANM"	0.0	6.7117405	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0			
"Namibia"	565	"South Africa"	560	1990	1.0	0.0	0.0	0.01665185	0.0	0.0	0.0	0.0	0.0	3.0	0	0	0.0	4	1.0	1.0	0.0	90.0	4.0	1.0	4.0	565560.0	24.0	0.0	43.0	1.0	1.0	0.0	1.0	24.0				1.0	1.0	"Whites"	"ANM"	0.0	5.986452	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0			
"South Africa"	560	"Namibia"	565	1994	1.0	0.0	0.0	0.98327005	0.0	0.0	0.0	0.0	0.0	3.0	0	0	0.0	4	0.0	1.0	1.0	90.0	1.0	1.0	4.0	565560.0	24.0	1.0	43.0	1.0	0.0	0.0	1.0	24.0				1.0	1.0	"Afrikaners"	"ANM"	1.0	6.7117405	0.0		1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0			
"Namibia"	565	"South Africa"	560	1994	1.0	0.0	0.0	0.01672996	0.0	0.0	0.0	0.0	0.0	3.0	0	0	0.0	4	0.0	1.0	1.0	90.0	1.0	1.0	4.0	565560.0	24.0	1.0	43.0	1.0	0.0	0.0	1.0	24.0				1.0	1.0	"Whites"	"ANM"	1.0	5.986452	0.0		1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0			
"Bahrain"	692	"Qatar"	694	1971	0.0	0.0	1.0	0.76090467	0.0	0.0	0.0	0.0	0.0		1	1	1.1113424	1	1.0	1.0	0.0	70.0	3.0	0.0	3.0	694692.0	16.0	0.0	28.0	1.0	1.0	1.0	0.0	16.0				0.0	1.0	"Arabs"	"ANM"	0.0	3.912023	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Qatar"	694	"Bahrain"	692	1971	0.0	0.0	1.0	0.23909532	0.0	0.0	0.0	0.0	0.0		1	1	0.89981264	1	1.0	1.0	0.0	70.0	3.0	0.0	3.0	694692.0	16.0	0.0	28.0	1.0	1.0	1.0	0.0	16.0				0.0	1.0	"Arabs"	"ANM"	0.0	4.7095304	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Saudi Arabia"	670	"Bahrain"	692	1971	0.0	0.0	0.0	0.8875593	0.0	0.0	1.0	0.0	1.0		1	1		1	1.0	1.0	0.0	70.0	1.0	0.0	3.0	692670.0	16.0	0.0	28.0	1.0	0.0	1.0	0.0	16.0				0.0	1.0	"Arabs"	"ANM-modified"	0.0	5.9989367	0.0		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
"Bahrain"	692	"Saudi Arabia"	670	1971	0.0	0.0	0.0	0.11244069	0.0	0.0	1.0	0.0	0.0		1	1	0.017175304	1	1.0	1.0	0.0	70.0	1.0	0.0	3.0	692670.0	16.0	0.0	28.0	1.0	1.0	1.0	0.0	16.0				0.0	1.0	"Arabs"	"ANM-modified"	0.0	3.583519	0.0		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
"Cape Verde"	402	"Guinea Bissau"	404	1974	0.0	0.0	0.0	0.17275281	0.0	0.0	0.0	0.0	0.0		0	0	0.0	4	0.0	1.0	0.0	70.0	6.0	0.0	4.0	404402.0	22.0	0.0	39.0	0.0	0.0	0.0	0.0	22.0				0.0	0.0	"Creole"	"ANM"	0.0	6.6618547	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0			
"Guinea Bissau"	404	"Cape Verde"	402	1974	1.0	0.0	0.0	0.8272472	0.0	0.0	0.0	0.0	0.0		0	0	0.0	4	0.0	1.0	0.0	70.0	6.0	0.0	4.0	404402.0	22.0	0.0	39.0	1.0	1.0	0.0	1.0	22.0				1.0	1.0	"Cape Verdan"	"EPR"	0.0	6.8068295	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0			
"Armenia"	371	"Georgia"	372	1991	1.0	0.0	0.0	0.29340172	0.0	0.0	0.0	0.0	1.0	1.5	0	1	0.0	4	0.0	1.0	0.0	90.0	2.0	0.0	5.0	372371.0	30.0	0.0	54.0	0.0	1.0	1.0	0.0	30.0				0.0	1.0	"Armenians"	"ANM-modified"	0.0	4.7004805	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Georgia"	372	"Armenia"	371	1991	0.0	0.0	0.0	0.7065983	0.0	0.0	0.0	0.0	1.0	1.5	0	1	0.13934241	4	0.0	1.0	0.0	90.0	2.0	0.0	5.0	372371.0	30.0	0.0	54.0	0.0	1.0	1.0	0.0	30.0				0.0	1.0	"Georgians"	"ANM-modified"	0.0	3.871201	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Moldova"	359	"Ukraine"	369	1991	1.0	0.0	0.0	0.037795708	0.0	0.0	0.0	0.0	1.0	4.5	0	1	0.011233229	4	0.0	1.0	0.0	90.0	2.0	0.0	2.0	369359.0	12.0	1.0	21.0	1.0	1.0	1.0	1.0	12.0				1.0	1.0	"Moldovans"	"ANM-modified"	0.0	3.9318256	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Ukraine"	369	"Moldova"	359	1991	1.0	0.0	0.0	0.9622043	0.0	0.0	0.0	0.0	1.0	4.5	0	1	0.108389266	4	0.0	1.0	0.0	90.0	2.0	0.0	2.0	369359.0	12.0	1.0	21.0	1.0	1.0	1.0	0.0	12.0				1.0	1.0	"Ukrainians"	"ANM-modified"	0.0	5.659482	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Lithuania"	368	"Belarus"	370	1991	0.0	0.0	1.0	0.24495511	0.0	1.0	0.0	0.0	0.0	4.5	0	1	0.006603994	4	0.0	0.0	1.0	90.0	1.0	0.0	2.0	370368.0	12.0	0.0	21.0	0.0	1.0	1.0	0.0	12.0				0.0	1.0	"Lithuanians"	"ANM-Modified"	0.0	3.2580965	0.0		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
"Belarus"	370	"Lithuania"	368	1991	1.0	0.0	0.0	0.7550449	0.0	1.0	0.0	0.0	0.0	4.5	0	1	0.0	4	0.0	0.0	1.0	90.0	1.0	0.0	2.0	370368.0	12.0	0.0	21.0	1.0	1.0	1.0	1.0	12.0				1.0	0.0	"Belrussians"	"ANM"	0.0	4.727388	0.0		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
"Latvia"	367	"Belarus"	370	1991	0.0	0.0	0.0	0.22142267	0.0	1.0	0.0	0.0	0.0	4.0	0	1	0.012001855	4	0.0	0.0	1.0	90.0	2.0	0.0	2.0	370367.0	12.0	0.0	21.0	0.0	1.0	1.0	0.0	12.0				0.0	0.0	"Latvians(Lettons)"	"L'Europe: Ethnique et Linguistique, 1917"	0.0	5.3375382	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Belarus"	370	"Latvia"	367	1991	0.0	0.0	0.0	0.7785773	0.0	1.0	0.0	0.0	0.0	4.0	0	1	0.0	4	0.0	0.0	1.0	90.0	2.0	0.0	2.0	370367.0	12.0	0.0	21.0	0.0	1.0	1.0	0.0	12.0				0.0	1.0	"Belrussians"	"ANM"	0.0	5.273	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Ukraine"	369	"Belarus"	370	1991	1.0	0.0	0.0	0.916029	0.0	0.0	0.0	0.0	1.0	4.5	1	1	0.018027786	4	0.0	1.0	1.0	90.0	2.0	0.0	2.0	370369.0	12.0	0.0	21.0	1.0	1.0	1.0	1.0	12.0				1.0	1.0	"Ukrainians"	"ANM-modified"	0.0	4.4886365	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Belarus"	370	"Ukraine"	369	1991	0.0	0.0	0.0	0.083971016	0.0	0.0	0.0	0.0	0.0	4.5	1	1	0.0	4	0.0	1.0	1.0	90.0	2.0	0.0	2.0	370369.0	12.0	0.0	21.0	0.0	1.0	1.0	0.0	12.0				0.0	1.0	"Belrussians"	"ANM"	0.0	5.5012584	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Kyrgyzstan"	703	"Kazakhstan"	705	1991	0.0	0.0	0.0	0.09041083	0.0	0.0	0.0	0.0	0.0	2.0	0	1	0.0	4	0.0	1.0	0.0	90.0	2.0	0.0	5.0	705703.0	30.0	0.0	54.0	0.0	1.0	1.0	0.0	30.0				0.0	0.0	"Kyrgyz"	"ANM"	0.0	3.0910425	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Kazakhstan"	705	"Kyrgyzstan"	703	1991	0.0	0.0	0.0	0.9095892	0.0	0.0	0.0	0.0	0.0	2.0	0	1	0.0	4	0.0	1.0	0.0	90.0	2.0	0.0	5.0	705703.0	30.0	0.0	54.0	0.0	1.0	0.0	0.0	30.0				0.0	0.0	"Kazakh"	"ANM"	0.0	6.799056	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Tajikistan"	702	"Kyrgyzstan"	703	1991	0.0	0.0	0.0	0.54107714	0.0	0.0	0.0	0.0	0.0	1.0	1	1	0.0	4	0.0	1.0	0.0	90.0	2.0	0.0	5.0	703702.0	30.0	0.0	54.0	0.0	1.0	1.0	0.0	30.0				0.0	1.0	"Tajiks"	"ANM"	0.0	4.7361984	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Kyrgyzstan"	703	"Tajikistan"	702	1991	0.0	0.0	0.0	0.45892283	0.0	0.0	0.0	0.0	0.0	1.0	1	1	0.0	4	0.0	1.0	0.0	90.0	2.0	0.0	5.0	703702.0	30.0	0.0	54.0	0.0	1.0	1.0	0.0	30.0				0.0	1.0	"Kyrgyz"	"ANM-modified"	0.0	5.986452	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Kyrgyzstan"	703	"Uzbekistan"	704	1991	0.0	0.0	1.0	0.14404598	0.0	0.0	0.0	0.0	0.0	2.5	1	1	0.03826856	4	0.0	1.0	0.0	90.0	2.0	0.0	5.0	704703.0	30.0	0.0	54.0	0.0	1.0	1.0	0.0	30.0				0.0	1.0	"Kyrgyz"	"ANM"	0.0	5.645447	1.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Uzbekistan"	704	"Kyrgyzstan"	703	1991	0.0	0.0	1.0	0.85595405	0.0	0.0	0.0	0.0	0.0	2.5	1	1	0.087822415	4	0.0	1.0	0.0	90.0	2.0	0.0	5.0	704703.0	30.0	0.0	54.0	0.0	1.0	1.0	0.0	30.0				0.0	1.0	"Uzbeks"	"ANM"	0.0	4.3307333	1.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Uzbekistan"	704	"Kazakhstan"	705	1991	0.0	0.0	0.0	0.3713231	0.0	0.0	0.0	0.0	0.0	3.5	0	1	0.103088304	4	0.0	1.0	0.0	90.0	2.0	0.0	5.0	705704.0	30.0	0.0	54.0	0.0	1.0	1.0	0.0	30.0				0.0	1.0	"Uzbeks"	"ANM"	0.0	2.6390574	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Kazakhstan"	705	"Uzbekistan"	704	1991	0.0	0.0	0.0	0.6286769	0.0	0.0	0.0	0.0	0.0	3.5	0	1	0.03658767	4	0.0	1.0	0.0	90.0	2.0	0.0	5.0	705704.0	30.0	0.0	54.0	0.0	1.0	0.0	0.0	30.0				0.0	1.0	"Khazakhs"	"ANM-modified"	0.0	6.8627577	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Tajikistan"	702	"Uzbekistan"	704	1991	0.0	0.0	0.0	0.16556315	0.0	0.0	0.0	0.0	0.0	2.5	1	1	0.10265104	4	0.0	1.0	0.0	90.0	2.0	0.0	5.0	704702.0	30.0	0.0	54.0	0.0	1.0	1.0	0.0	30.0				0.0	1.0	"Tajiks"	"ANM"	0.0	3.988984	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Uzbekistan"	704	"Tajikistan"	702	1991	0.0	0.0	1.0	0.83443683	0.0	0.0	0.0	0.0	0.0	2.5	1	1	0.25685534	4	0.0	1.0	0.0	90.0	2.0	0.0	5.0	704702.0	30.0	0.0	54.0	0.0	1.0	1.0	0.0	30.0				0.0	1.0	"Uzbeks"	"ANM"	0.0	4.0943446	1.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
